model,case_id,arc_stem,passed,skipped,skip_reason,checked_goal_count,valid_goal_count,total_seconds,total_tokens
gpt-5,377,FormalBench_0286__FormalBenchHF__diverse__rule_1__BinomialCoeff_llm_0,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0377/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0377/candidate.c:31: Warning: 
  unbound logic variable INT_MAX. Ignoring logic specification of function binomialCoeff
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0377/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,8081
gpt-5,378,FormalBench_0287__FormalBenchHF__base__programs__SumInRange,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0378/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0378/candidate.c:5: Warning: 
  unbound logic variable k. Ignoring logic specification of function sumInRange
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0378/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,6150
gpt-5,379,FormalBench_0288__FormalBenchHF__base__programs__SumEven,False,False,,9,7,11.448776567005552,5640
gpt-5,380,FormalBench_0289__FormalBenchHF__base__programs__SumDiv,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0380/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0380/candidate.c:17: Warning: 
  unexpected token 'j'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0380/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5150
gpt-5,381,FormalBench_0290__FormalBenchHF__base__programs__NumCommDiv,False,False,,13,12,10.784651392983506,5954
gpt-5,382,FormalBench_0292__FormalBenchHF__base__programs__FindMaxVal,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0382/candidate.c (with preprocessing)
[kernel] represent/results/smoke/bare_model/c/gpt-5/sespec_0382/candidate.c:35: 
  syntax error:
  Location: line 35, between columns 8 and 9, before or at token: {
  33              loop variant n - i + 1;
  34            */
  35            {
        ^^^^^^^^^
  36                if ((i % x) == y) {
  37                    max = i;
[kernel] Frama-C aborted: invalid user input.",,,0.0,5214
gpt-5,383,FormalBench_0294__FormalBenchHF__base__programs__Divisor,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0383/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0383/candidate.c:15: Warning: 
  unexpected token 'integer'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0383/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5441
gpt-5,384,FormalBench_0295__FormalBenchHF__base__programs__BinomialCoeff,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0384/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0384/candidate.c:23: Warning: 
  wrong order of clause in contract: terminates after post-condition, assigns or allocates.
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0384/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,6159
gpt-5,385,FormalBench_0300__FormalBenchHF__base__programs__RoundNum,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0385/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0385/candidate.c:20: Warning: 
  wrong order of clause in contract: post-condition after complete or disjoint.
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0385/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5812
gpt-5,386,FormalBench_0302__FormalBenchHF__diverse__rule_1__FindNthDigit_llm_2,True,False,,13,13,1.6408302240015473,7946
gpt-5,387,FormalBench_0303__FormalBenchHF__diverse__rule_1__FindNthDigit_llm_1,False,False,,12,11,11.447634573996766,5122
gpt-5,388,FormalBench_0304__FormalBenchHF__diverse__rule_1__FindNthDigit_llm_0,False,False,,7,6,11.246969027997693,6913
gpt-5,389,FormalBench_0307__FormalBenchHF__base__programs__FindNthDigit,False,False,,10,6,12.220919305982534,7813
gpt-5,390,FormalBench_0312__FormalBenchHF__base__programs__PermutationCoefficient,True,False,,7,7,1.4986565739964135,5251
gpt-5,391,FormalBench_0313__FormalBenchHF__base__programs__NextPerfectSquare,False,False,,12,7,21.660987235984067,5958
gpt-5,392,FormalBench_0315__FormalBenchHF__diverse__rule_1__LastTwoDigits_llm_2,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0392/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0392/candidate.c:12: Warning: 
  wrong order of clause in contract: terminates after post-condition, assigns or allocates.
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0392/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5177
gpt-5,393,FormalBench_0316__FormalBenchHF__diverse__rule_1__LastTwoDigits_llm_1,False,False,,15,13,11.655430300015723,5073
gpt-5,394,FormalBench_0317__FormalBenchHF__diverse__rule_1__LastTwoDigits_llm_0,False,False,,10,9,11.199397516000317,7321
gpt-5,395,FormalBench_0321__FormalBenchHF__diverse__rule_1__EvenPowerSum_llm_2,False,False,,12,11,11.271156642003916,6231
gpt-5,396,FormalBench_0322__FormalBenchHF__diverse__rule_1__EvenPowerSum_llm_1,False,False,,7,6,11.38190296999528,7358
gpt-5,397,FormalBench_0323__FormalBenchHF__diverse__rule_1__EvenPowerSum_llm_0,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0397/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0397/candidate.c:14: Warning: 
  unexpected token 'k'
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0397/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,5510
gpt-5,398,FormalBench_0324__FormalBenchHF__diverse__rule_1__CountDigit_llm_2,False,True,"[kernel] Parsing represent/results/smoke/bare_model/c/gpt-5/sespec_0398/candidate.c (with preprocessing)
[kernel:annot-error] represent/results/smoke/bare_model/c/gpt-5/sespec_0398/candidate.c:24: Warning: 
  wrong order of clause in contract: post-condition after complete or disjoint.
[kernel] User Error: warning annot-error treated as fatal error.
[kernel] User Error: stopping on
  file ""represent/results/smoke/bare_model/c/gpt-5/sespec_0398/candidate.c""
  that has errors. Add '-kernel-msg-key pp' for preprocessing command.
[kernel] Frama-C aborted: invalid user input.",,,0.0,4006
gpt-5,399,FormalBench_0325__FormalBenchHF__diverse__rule_1__CountDigit_llm_1,False,False,,7,6,11.549581596977077,3200
